date_time,hour,weekday,is_rush,actual_traffic_volume,naive_lag1h_pred,naive_lag24h_pred,ml_rf_forecast_pred,naive_lag1h_error,naive_lag1h_abs_error,ml_rf_error,ml_rf_abs_error,ml_rf_squared_error
2018-01-28 18:00:00,18,6,1,3849,4535.0,4090.0,4208.392894776162,-686.0,686.0,-359.3928947761624,359.3928947761624,129163.25281558973
2018-01-28 19:00:00,19,6,1,3221,3849.0,3584.0,3147.331179668727,-628.0,628.0,73.66882033127285,73.66882033127285,5427.095089001361
2018-01-28 20:00:00,20,6,0,2554,3221.0,3350.0,2806.4163281999236,-667.0,667.0,-252.41632819992356,252.41632819992356,63714.00274193152
2018-01-28 21:00:00,21,6,0,2082,2554.0,3070.0,2399.909175629545,-472.0,472.0,-317.9091756295452,317.9091756295452,101066.24394945701
2018-01-28 22:00:00,22,6,0,1433,2082.0,2033.0,1642.8422583415813,-649.0,649.0,-209.84225834158133,209.84225834158133,44033.77338589496
2018-01-28 23:00:00,23,6,0,877,1433.0,1260.0,1044.1732918467617,-556.0,556.0,-167.17329184676169,167.17329184676169,27946.909506882555
2018-01-29 00:00:00,0,0,0,482,877.0,791.0,534.5509241360089,-395.0,395.0,-52.550924136008916,52.550924136008916,2761.5996275485645
2018-01-29 01:00:00,1,0,0,335,482.0,653.0,337.27380576508244,-147.0,147.0,-2.273805765082443,2.273805765082443,5.170192657322154
2018-01-29 02:00:00,2,0,0,230,335.0,444.0,271.94150620311103,-105.0,105.0,-41.94150620311103,41.94150620311103,1759.0899425856012
2018-01-29 03:00:00,3,0,0,353,230.0,395.0,343.6072173148129,123.0,123.0,9.392782685187115,9.392782685187115,88.22436657115087
2018-01-29 04:00:00,4,0,0,888,353.0,643.0,826.6698507779691,535.0,535.0,61.330149222030855,61.330149222030855,3761.387203596572
2018-01-29 05:00:00,5,0,0,2837,888.0,1058.0,2750.7441720365528,1949.0,1949.0,86.25582796344725,86.25582796344725,7440.0678576598075
2018-01-29 06:00:00,6,0,0,5488,2837.0,1666.0,5587.448305952737,2651.0,2651.0,-99.44830595273743,99.44830595273743,9889.96555686927
2018-01-29 07:00:00,7,0,1,6362,5488.0,2314.0,6340.226712642674,874.0,874.0,21.7732873573259,21.7732873573259,474.07604234468783
2018-01-29 08:00:00,8,0,1,5438,6362.0,3024.0,5888.315089709267,-924.0,924.0,-450.31508970926734,450.31508970926734,202783.68001986548
2018-01-29 09:00:00,9,0,1,4715,5438.0,3564.0,5022.727553561566,-723.0,723.0,-307.7275535615663,307.7275535615663,94696.24722098667
2018-01-29 10:00:00,10,0,0,4287,4715.0,4065.0,4342.244989125312,-428.0,428.0,-55.244989125311804,55.244989125311804,3052.0088234558193
2018-01-29 11:00:00,11,0,0,4409,4287.0,4506.0,4513.987976749353,122.0,122.0,-104.98797674935304,104.98797674935304,11022.475261922695
2018-01-29 12:00:00,12,0,0,4725,4409.0,4506.0,4616.467444915766,316.0,316.0,108.53255508423445,108.53255508423445,11779.315513112384
2018-01-29 13:00:00,13,0,0,4578,4725.0,4784.0,4894.609774391263,-147.0,147.0,-316.6097743912633,316.6097743912633,100241.74924008663
2018-01-29 14:00:00,14,0,0,5030,4578.0,4895.0,4796.752447332486,452.0,452.0,233.24755266751436,233.24755266751436,54404.420825384885
2018-01-29 15:00:00,15,0,0,5527,5030.0,4801.0,5610.950176274459,497.0,497.0,-83.95017627445941,83.95017627445941,7047.632096512807
2018-01-29 16:00:00,16,0,0,6285,5527.0,4716.0,6285.707894955135,758.0,758.0,-0.7078949551350888,0.7078949551350888,0.5011152675057094
2018-01-29 17:00:00,17,0,1,6023,6285.0,4535.0,5859.27902366315,-262.0,262.0,163.72097633685007,163.72097633685007,26804.558092691423
2018-01-29 18:00:00,18,0,1,4286,6023.0,3849.0,4379.0355285643045,-1737.0,1737.0,-93.03552856430451,93.03552856430451,8655.609575239521
2018-01-29 19:00:00,19,0,1,3448,4286.0,3221.0,2991.2948137749727,-838.0,838.0,456.7051862250273,456.7051862250273,208579.62712483687
2018-01-29 20:00:00,20,0,0,2957,3448.0,2554.0,2781.397600701761,-491.0,491.0,175.6023992982391,175.6023992982391,30836.202639298208
2018-01-29 21:00:00,21,0,0,2657,2957.0,2082.0,2590.6563959408018,-300.0,300.0,66.34360405919824,66.34360405919824,4401.473799563665
2018-01-29 22:00:00,22,0,0,1955,2657.0,1433.0,2044.8169497398435,-702.0,702.0,-89.8169497398435,89.8169497398435,8067.084460569572
2018-01-29 23:00:00,23,0,0,1185,1955.0,877.0,1321.525739325016,-770.0,770.0,-136.52573932501605,136.52573932501605,18639.277498242234
2018-01-30 00:00:00,0,1,0,588,1185.0,482.0,631.2178049035183,-597.0,597.0,-43.2178049035183,43.2178049035183,1867.7786606785703
2018-01-30 01:00:00,1,1,0,330,588.0,335.0,362.6270807821516,-258.0,258.0,-32.62708078215161,32.62708078215161,1064.5264003650468
2018-01-30 02:00:00,2,1,0,249,330.0,230.0,271.6448936112392,-81.0,81.0,-22.644893611239183,22.644893611239183,512.7912066643412
2018-01-30 03:00:00,3,1,0,371,249.0,353.0,352.438121417559,122.0,122.0,18.56187858244101,18.56187858244101,344.5433365092823
2018-01-30 04:00:00,4,1,0,910,371.0,888.0,850.6843386012742,539.0,539.0,59.31566139872575,59.31566139872575,3518.347687168284
2018-01-30 05:00:00,5,1,0,2876,910.0,2837.0,2750.7441720365528,1966.0,1966.0,125.25582796344725,125.25582796344725,15689.022438808694
2018-01-30 06:00:00,6,1,0,5585,2876.0,5488.0,5693.122360306837,2709.0,2709.0,-108.12236030683744,108.12236030683744,11690.444798321576
2018-01-30 07:00:00,7,1,1,6405,5585.0,6362.0,6351.044061668559,820.0,820.0,53.95593833144085,53.95593833144085,2911.2432812262477
2018-01-30 08:00:00,8,1,1,5489,6405.0,5438.0,5891.300909738298,-916.0,916.0,-402.3009097382983,402.3009097382983,161846.02197626242
2018-01-30 09:00:00,9,1,1,4462,5489.0,4715.0,5069.420638945346,-1027.0,1027.0,-607.4206389453457,607.4206389453457,368959.832616772
2018-01-30 10:00:00,10,1,0,4388,4462.0,4287.0,4481.627735623018,-74.0,74.0,-93.62773562301845,93.62773562301845,8766.15287789384
2018-01-30 11:00:00,11,1,0,4432,4388.0,4409.0,4543.643400114636,44.0,44.0,-111.64340011463628,111.64340011463628,12464.248789156767
2018-01-30 12:00:00,12,1,0,4783,4432.0,4725.0,4677.6586783757,351.0,351.0,105.34132162429978,105.34132162429978,11096.794041554169
2018-01-30 13:00:00,13,1,0,4801,4783.0,4578.0,4914.742262395547,18.0,18.0,-113.74226239554719,113.74226239554719,12937.302254857508
2018-01-30 14:00:00,14,1,0,5195,4801.0,5030.0,5109.363449007444,394.0,394.0,85.6365509925563,85.6365509925563,7333.618865900695
2018-01-30 15:00:00,15,1,0,5701,5195.0,5527.0,5741.046066979624,506.0,506.0,-40.0460669796239,40.0460669796239,1603.6874805365237
2018-01-30 16:00:00,16,1,0,6838,5701.0,6285.0,6397.510064127393,1137.0,1137.0,440.489935872607,440.489935872607,194031.38360505344
2018-01-30 17:00:00,17,1,1,5944,6838.0,6023.0,6409.205413703968,-894.0,894.0,-465.2054137039677,465.2054137039677,216416.0769394797
2018-01-30 18:00:00,18,1,1,4589,5944.0,4286.0,4414.861095296351,-1355.0,1355.0,174.13890470364913,174.13890470364913,30324.358131386594
2018-01-30 19:00:00,19,1,1,3090,4589.0,3448.0,3113.336611488998,-1499.0,1499.0,-23.336611488998187,23.336611488998187,544.5974357884422
2018-01-30 20:00:00,20,1,0,2885,3090.0,2957.0,2772.451432558076,-205.0,205.0,112.5485674419242,112.5485674419242,12667.18003322936
2018-01-30 21:00:00,21,1,0,2490,2885.0,2657.0,2625.2880606746326,-395.0,395.0,-135.28806067463256,135.28806067463256,18302.859361103063
2018-01-30 22:00:00,22,1,0,2261,2490.0,1955.0,1865.0656251438695,-229.0,229.0,395.9343748561305,395.9343748561305,156764.02919271486
2018-01-30 23:00:00,23,1,0,1430,2261.0,1185.0,1332.5192844631847,-831.0,831.0,97.4807155368153,97.4807155368153,9502.489901569503
2018-01-31 00:00:00,0,2,0,628,1430.0,588.0,722.6192457547519,-802.0,802.0,-94.61924575475189,94.61924575475189,8952.801667198133
2018-01-31 01:00:00,1,2,0,381,628.0,330.0,392.74731637967193,-247.0,247.0,-11.747316379671929,11.747316379671929,137.9994421241084
2018-01-31 03:00:00,3,2,0,376,381.0,249.0,402.1154315296382,-5.0,5.0,-26.115431529638215,26.115431529638215,682.0157639792218
2018-01-31 03:00:00,3,2,0,376,376.0,371.0,385.4338103566255,0.0,0.0,-9.433810356625486,9.433810356625486,88.99677784477427
2018-01-31 03:00:00,3,2,0,376,376.0,910.0,385.2427512616047,0.0,0.0,-9.242751261604724,9.242751261604724,85.42845088389572
2018-01-31 04:00:00,4,2,0,982,376.0,2876.0,854.1202004006558,606.0,606.0,127.87979959934421,127.87979959934421,16353.243145568436
2018-01-31 04:00:00,4,2,0,982,982.0,5585.0,968.5512693913636,0.0,0.0,13.448730608636424,13.448730608636424,180.86835498367424
2018-01-31 05:00:00,5,2,0,2534,982.0,6405.0,2750.7441720365528,1552.0,1552.0,-216.74417203655275,216.74417203655275,46978.036111810776
2018-01-31 05:00:00,5,2,0,2534,2534.0,5489.0,2467.1992998559276,0.0,0.0,66.80070014407238,66.80070014407238,4462.333539738272
2018-01-31 06:00:00,6,2,0,5081,2534.0,4462.0,5213.353996408372,2547.0,2547.0,-132.35399640837204,132.35399640837204,17517.58036526736
2018-01-31 07:00:00,7,2,1,5675,5081.0,4388.0,5688.42514829356,594.0,594.0,-13.425148293559687,13.425148293559687,180.23460670406857
2018-01-31 08:00:00,8,2,1,5155,5675.0,4432.0,5560.8503143784,-520.0,520.0,-405.85031437840007,405.85031437840007,164714.47768104618
2018-01-31 09:00:00,9,2,1,5210,5155.0,4783.0,5058.904999474379,55.0,55.0,151.0950005256209,151.0950005256209,22829.699183837376
2018-01-31 10:00:00,10,2,0,4379,5210.0,4801.0,4478.763182245697,-831.0,831.0,-99.76318224569695,99.76318224569695,9952.692531788143
2018-01-31 11:00:00,11,2,0,4546,4379.0,5195.0,4542.745839287361,167.0,167.0,3.2541607126386225,3.2541607126386225,10.589561943680707
2018-01-31 12:00:00,12,2,0,4885,4546.0,5701.0,4785.68804573709,339.0,339.0,99.31195426291015,99.31195426291015,9862.864259518357
2018-01-31 13:00:00,13,2,0,5021,4885.0,6838.0,4945.269618115963,136.0,136.0,75.73038188403734,75.73038188403734,5735.090740302131
2018-01-31 14:00:00,14,2,0,5212,5021.0,5944.0,5269.655059749958,191.0,191.0,-57.65505974995813,57.65505974995813,3324.1059147712417
2018-01-31 15:00:00,15,2,0,5941,5212.0,4589.0,5738.931340183989,729.0,729.0,202.06865981601095,202.06865981601095,40831.74327983876
2018-01-31 16:00:00,16,2,0,6818,5941.0,3090.0,6441.1774596665755,877.0,877.0,376.8225403334245,376.8225403334245,141995.22690333534
2018-01-31 17:00:00,17,2,1,6351,6818.0,2885.0,6403.7499904968145,-467.0,467.0,-52.74999049681446,52.74999049681446,2782.5614974140162
2018-01-31 18:00:00,18,2,1,4559,6351.0,2490.0,4657.180902285414,-1792.0,1792.0,-98.18090228541405,98.18090228541405,9639.489573578021
2018-01-31 19:00:00,19,2,1,3400,4559.0,2261.0,3142.0775530385076,-1159.0,1159.0,257.92244696149237,257.92244696149237,66523.98864660384
2018-01-31 20:00:00,20,2,0,2856,3400.0,1430.0,2862.710317412425,-544.0,544.0,-6.710317412424956,6.710317412424956,45.02835977549356
2018-01-31 20:00:00,20,2,0,2856,2856.0,628.0,2668.2217073732154,0.0,0.0,187.7782926267846,187.7782926267846,35260.68718183035
2018-01-31 21:00:00,21,2,0,2564,2856.0,381.0,2642.1013789817607,-292.0,292.0,-78.10137898176072,78.10137898176072,6099.825398852615
2018-01-31 21:00:00,21,2,0,2564,2564.0,376.0,2510.1300772885925,0.0,0.0,53.869922711407526,53.869922711407526,2901.9685729330204
2018-01-31 22:00:00,22,2,0,1739,2564.0,376.0,2018.2292206091631,-825.0,825.0,-279.2292206091631,279.2292206091631,77968.95764200069
2018-01-31 22:00:00,22,2,0,1739,1739.0,376.0,1589.3691544027681,0.0,0.0,149.63084559723188,149.63084559723188,22389.389954142647
2018-01-31 23:00:00,23,2,0,1402,1739.0,982.0,1199.6639805873046,-337.0,337.0,202.33601941269535,202.33601941269535,40939.86475177463
2018-02-01 00:00:00,0,3,0,716,1402.0,982.0,947.8918006381376,-686.0,686.0,-231.89180063813762,231.89180063813762,53773.807203197764
2018-02-01 01:00:00,1,3,0,363,716.0,2534.0,441.72446967592157,-353.0,353.0,-78.72446967592157,78.72446967592157,6197.542125755094
2018-02-01 02:00:00,2,3,0,285,363.0,2534.0,288.22776650072393,-78.0,78.0,-3.2277665007239307,3.2277665007239307,10.41847658319561
2018-02-01 03:00:00,3,3,0,362,285.0,5081.0,351.7155186297031,77.0,77.0,10.284481370296874,10.284481370296874,105.77055705598346
2018-02-01 04:00:00,4,3,0,936,362.0,5675.0,845.748021587483,574.0,574.0,90.25197841251702,90.25197841251702,8145.419607373438
2018-02-01 05:00:00,5,3,0,2861,936.0,5155.0,2750.7441720365528,1925.0,1925.0,110.25582796344725,110.25582796344725,12156.347599905275
2018-02-01 06:00:00,6,3,0,5410,2861.0,5210.0,5679.448190480169,2549.0,2549.0,-269.4481904801687,269.4481904801687,72602.32735303728
2018-02-01 07:00:00,7,3,1,6303,5410.0,4379.0,6181.0223837737685,893.0,893.0,121.97761622623148,121.97761622623148,14878.538860233808
2018-02-01 08:00:00,8,3,1,5332,6303.0,4546.0,5829.95187375584,-971.0,971.0,-497.9518737558401,497.9518737558401,247956.06857695212
2018-02-01 09:00:00,9,3,1,5000,5332.0,4885.0,5066.406350252402,-332.0,332.0,-66.40635025240226,66.40635025240226,4409.803353844726
2018-02-01 10:00:00,10,3,0,4438,5000.0,5021.0,4502.355379316851,-562.0,562.0,-64.35537931685121,64.35537931685121,4141.6148470158005
2018-02-01 11:00:00,11,3,0,4717,4438.0,5212.0,4710.3482407683205,279.0,279.0,6.651759231679534,6.651759231679534,44.24590087623391
2018-02-01 12:00:00,12,3,0,4843,4717.0,5941.0,4894.609774391263,126.0,126.0,-51.60977439126327,51.60977439126327,2663.5688127170943
2018-02-01 13:00:00,13,3,0,5099,4843.0,6818.0,4942.736595888388,256.0,256.0,156.26340411161164,156.26340411161164,24418.251464548845
2018-02-01 14:00:00,14,3,0,5402,5099.0,6351.0,5314.324157083902,303.0,303.0,87.67584291609819,87.67584291609819,7687.053431048325
2018-02-01 15:00:00,15,3,0,5961,5402.0,4559.0,5791.590835076053,559.0,559.0,169.40916492394717,169.40916492394717,28699.465160229134
2018-02-01 16:00:00,16,3,0,6636,5961.0,3400.0,6445.895793410528,675.0,675.0,190.1042065894717,190.1042065894717,36139.60936301253
2018-02-01 17:00:00,17,3,1,6375,6636.0,2856.0,6174.775457817104,-261.0,261.0,200.22454218289568,200.22454218289568,40089.86729235017
2018-02-01 18:00:00,18,3,1,4723,6375.0,2856.0,4662.082424898578,-1652.0,1652.0,60.91757510142179,60.91757510142179,3710.950956237364
2018-02-01 19:00:00,19,3,1,3595,4723.0,2564.0,3453.6747714410226,-1128.0,1128.0,141.32522855897741,141.32522855897741,19972.820227247204
2018-02-01 20:00:00,20,3,0,3133,3595.0,2564.0,3134.2485345452415,-462.0,462.0,-1.248534545241455,1.248534545241455,1.5588385106612865
2018-02-01 21:00:00,21,3,0,2807,3133.0,1739.0,3011.23448712113,-326.0,326.0,-204.23448712112986,204.23448712112986,41711.72572963096
2018-02-01 22:00:00,22,3,0,2165,2807.0,1739.0,2448.422910888594,-642.0,642.0,-283.42291088859383,283.42291088859383,80328.5464165638
2018-02-01 23:00:00,23,3,0,1483,2165.0,1402.0,1467.2992295464865,-682.0,682.0,15.700770453513542,15.700770453513542,246.51419283392383
2018-02-02 00:00:00,0,4,0,926,1483.0,716.0,771.6276115905482,-557.0,557.0,154.3723884094518,154.3723884094518,23830.834303238644
2018-02-02 01:00:00,1,4,0,521,926.0,363.0,487.97812492571995,-405.0,405.0,33.02187507428005,33.02187507428005,1090.444233421358
2018-02-02 02:00:00,2,4,0,422,521.0,285.0,358.4408697630009,-99.0,99.0,63.559130236999124,63.559130236999124,4039.7630364838164
