date_time,date,year,month,month_name,day,hour,weekday,weekday_name,is_weekday,is_rush,temp_celsius,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,volume_bucket
2012-10-03 16:00:00,2012-10-03,2012,10,Oct,3,16,2,Wednesday,1,0,21.98,295.13,0.0,0.0,1,Clear,sky is clear,6137,Heavy (>=5000)
2012-10-03 18:00:00,2012-10-03,2012,10,Oct,3,18,2,Wednesday,1,1,20.51,293.66,0.0,0.0,20,Clouds,few clouds,4623,Moderate (2000-4999)
2012-10-03 19:00:00,2012-10-03,2012,10,Oct,3,19,2,Wednesday,1,1,17.5,290.65,0.0,0.0,20,Clouds,few clouds,3591,Moderate (2000-4999)
2012-10-03 20:00:00,2012-10-03,2012,10,Oct,3,20,2,Wednesday,1,0,15.04,288.19,0.0,0.0,20,Clouds,few clouds,2898,Moderate (2000-4999)
2012-10-03 21:00:00,2012-10-03,2012,10,Oct,3,21,2,Wednesday,1,0,13.95,287.1,0.0,0.0,1,Clear,sky is clear,2637,Moderate (2000-4999)
2012-10-03 22:00:00,2012-10-03,2012,10,Oct,3,22,2,Wednesday,1,0,13.1,286.25,0.0,0.0,1,Clear,sky is clear,1777,Low (<2000)
2012-10-03 23:00:00,2012-10-03,2012,10,Oct,3,23,2,Wednesday,1,0,12.11,285.26,0.0,0.0,1,Clear,sky is clear,1015,Low (<2000)
2012-10-04 00:00:00,2012-10-04,2012,10,Oct,4,0,3,Thursday,1,0,11.4,284.55,0.0,0.0,1,Clear,sky is clear,598,Low (<2000)
2012-10-04 01:00:00,2012-10-04,2012,10,Oct,4,1,3,Thursday,1,0,10.32,283.47,0.0,0.0,1,Clear,sky is clear,369,Low (<2000)
2012-10-04 02:00:00,2012-10-04,2012,10,Oct,4,2,3,Thursday,1,0,10.02,283.17,0.0,0.0,1,Clear,sky is clear,312,Low (<2000)
2012-10-04 03:00:00,2012-10-04,2012,10,Oct,4,3,3,Thursday,1,0,8.89,282.04,0.0,0.0,1,Clear,sky is clear,367,Low (<2000)
2012-10-04 04:00:00,2012-10-04,2012,10,Oct,4,4,3,Thursday,1,0,8.54,281.69,0.0,0.0,1,Clear,sky is clear,835,Low (<2000)
2012-10-04 05:00:00,2012-10-04,2012,10,Oct,4,5,3,Thursday,1,0,8.17,281.32,0.0,0.0,1,Clear,sky is clear,2726,Moderate (2000-4999)
2012-10-04 06:00:00,2012-10-04,2012,10,Oct,4,6,3,Thursday,1,0,7.59,280.74,0.0,0.0,1,Clear,sky is clear,5689,Heavy (>=5000)
2012-10-04 07:00:00,2012-10-04,2012,10,Oct,4,7,3,Thursday,1,1,7.42,280.57,0.0,0.0,1,Clear,sky is clear,6990,Heavy (>=5000)
2012-10-04 08:00:00,2012-10-04,2012,10,Oct,4,8,3,Thursday,1,1,8.71,281.86,0.0,0.0,1,Clear,sky is clear,5985,Heavy (>=5000)
2012-10-04 09:00:00,2012-10-04,2012,10,Oct,4,9,3,Thursday,1,1,11.83,284.98,0.0,0.0,1,Clear,sky is clear,5309,Heavy (>=5000)
2012-10-04 10:00:00,2012-10-04,2012,10,Oct,4,10,3,Thursday,1,0,16.03,289.18,0.0,0.0,1,Clear,sky is clear,4603,Moderate (2000-4999)
2012-10-04 11:00:00,2012-10-04,2012,10,Oct,4,11,3,Thursday,1,0,18.4,291.55,0.0,0.0,1,Clear,sky is clear,4884,Moderate (2000-4999)
2012-10-04 12:00:00,2012-10-04,2012,10,Oct,4,12,3,Thursday,1,0,21.82,294.97,0.0,0.0,1,Clear,sky is clear,5104,Heavy (>=5000)
2012-10-04 13:00:00,2012-10-04,2012,10,Oct,4,13,3,Thursday,1,0,23.23,296.38,0.0,0.0,1,Clear,sky is clear,5178,Heavy (>=5000)
2012-10-04 14:00:00,2012-10-04,2012,10,Oct,4,14,3,Thursday,1,0,24.17,297.32,0.0,0.0,1,Clear,sky is clear,5501,Heavy (>=5000)
2012-10-04 15:00:00,2012-10-04,2012,10,Oct,4,15,3,Thursday,1,0,25.02,298.17,0.0,0.0,1,Clear,sky is clear,5713,Heavy (>=5000)
2012-10-04 16:00:00,2012-10-04,2012,10,Oct,4,16,3,Thursday,1,0,24.91,298.06,0.0,0.0,20,Clouds,few clouds,6292,Heavy (>=5000)
2012-10-04 17:00:00,2012-10-04,2012,10,Oct,4,17,3,Thursday,1,1,24.52,297.67,0.0,0.0,20,Clouds,few clouds,6057,Heavy (>=5000)
2012-10-04 18:00:00,2012-10-04,2012,10,Oct,4,18,3,Thursday,1,1,23.21,296.36,0.0,0.0,40,Clouds,scattered clouds,4907,Moderate (2000-4999)
2012-10-04 19:00:00,2012-10-04,2012,10,Oct,4,19,3,Thursday,1,1,20.7,293.85,0.0,0.0,40,Clouds,scattered clouds,3503,Moderate (2000-4999)
2012-10-04 20:00:00,2012-10-04,2012,10,Oct,4,20,3,Thursday,1,0,19.28,292.43,0.0,0.0,40,Clouds,scattered clouds,3037,Moderate (2000-4999)
2012-10-04 21:00:00,2012-10-04,2012,10,Oct,4,21,3,Thursday,1,0,18.62,291.77,0.0,0.0,75,Clouds,broken clouds,2822,Moderate (2000-4999)
2012-10-04 22:00:00,2012-10-04,2012,10,Oct,4,22,3,Thursday,1,0,18.21,291.36,0.0,0.0,75,Clouds,broken clouds,1992,Low (<2000)
2012-10-04 23:00:00,2012-10-04,2012,10,Oct,4,23,3,Thursday,1,0,17.97,291.12,0.0,0.0,75,Clouds,broken clouds,1166,Low (<2000)
2012-10-05 00:00:00,2012-10-05,2012,10,Oct,5,0,4,Friday,1,0,17.48,290.63,0.0,0.0,75,Clouds,broken clouds,627,Low (<2000)
2012-10-05 01:00:00,2012-10-05,2012,10,Oct,5,1,4,Friday,1,0,17.31,290.46,0.0,0.0,40,Clouds,scattered clouds,388,Low (<2000)
2012-10-05 03:00:00,2012-10-05,2012,10,Oct,5,3,4,Friday,1,0,16.11,289.26,0.0,0.0,0,Clear,sky is clear,368,Low (<2000)
2012-10-05 05:00:00,2012-10-05,2012,10,Oct,5,5,4,Friday,1,0,10.06,283.21,0.0,0.0,75,Clouds,broken clouds,2489,Moderate (2000-4999)
2012-10-05 06:00:00,2012-10-05,2012,10,Oct,5,6,4,Friday,1,0,9.09,282.24,0.0,0.0,90,Clouds,overcast clouds,5537,Heavy (>=5000)
2012-10-05 07:00:00,2012-10-05,2012,10,Oct,5,7,4,Friday,1,1,8.54,281.69,0.0,0.0,90,Clouds,overcast clouds,6628,Heavy (>=5000)
2012-10-05 08:00:00,2012-10-05,2012,10,Oct,5,8,4,Friday,1,1,7.42,280.57,0.0,0.0,90,Clouds,overcast clouds,5534,Heavy (>=5000)
2012-10-05 09:00:00,2012-10-05,2012,10,Oct,5,9,4,Friday,1,1,6.87,280.02,0.0,0.0,75,Clouds,broken clouds,5403,Heavy (>=5000)
2012-10-05 10:00:00,2012-10-05,2012,10,Oct,5,10,4,Friday,1,0,6.96,280.11,0.0,0.0,75,Clouds,broken clouds,4770,Moderate (2000-4999)
2012-10-05 11:00:00,2012-10-05,2012,10,Oct,5,11,4,Friday,1,0,6.85,280.0,0.0,0.0,90,Clouds,overcast clouds,5217,Heavy (>=5000)
2012-10-05 12:00:00,2012-10-05,2012,10,Oct,5,12,4,Friday,1,0,7.38,280.53,0.0,0.0,90,Clouds,overcast clouds,5870,Heavy (>=5000)
2012-10-05 13:00:00,2012-10-05,2012,10,Oct,5,13,4,Friday,1,0,8.28,281.43,0.0,0.0,75,Clouds,broken clouds,5967,Heavy (>=5000)
2012-10-05 14:00:00,2012-10-05,2012,10,Oct,5,14,4,Friday,1,0,8.63,281.78,0.0,0.0,90,Clouds,overcast clouds,6108,Heavy (>=5000)
2012-10-05 15:00:00,2012-10-05,2012,10,Oct,5,15,4,Friday,1,0,8.76,281.91,0.0,0.0,90,Clouds,overcast clouds,6128,Heavy (>=5000)
2012-10-05 16:00:00,2012-10-05,2012,10,Oct,5,16,4,Friday,1,0,8.58,281.73,0.0,0.0,90,Clouds,overcast clouds,6069,Heavy (>=5000)
2012-10-05 17:00:00,2012-10-05,2012,10,Oct,5,17,4,Friday,1,1,8.27,281.42,0.0,0.0,90,Clouds,overcast clouds,6169,Heavy (>=5000)
2012-10-05 18:00:00,2012-10-05,2012,10,Oct,5,18,4,Friday,1,1,7.72,280.87,0.0,0.0,90,Clouds,overcast clouds,5384,Heavy (>=5000)
2012-10-05 19:00:00,2012-10-05,2012,10,Oct,5,19,4,Friday,1,1,7.0,280.15,0.0,0.0,90,Clouds,overcast clouds,4063,Moderate (2000-4999)
2012-10-05 20:00:00,2012-10-05,2012,10,Oct,5,20,4,Friday,1,0,6.63,279.78,0.0,0.0,90,Clouds,overcast clouds,3364,Moderate (2000-4999)
2012-10-05 21:00:00,2012-10-05,2012,10,Oct,5,21,4,Friday,1,0,6.5,279.65,0.0,0.0,75,Clouds,broken clouds,2971,Moderate (2000-4999)
2012-10-05 22:00:00,2012-10-05,2012,10,Oct,5,22,4,Friday,1,0,6.07,279.22,0.0,0.0,40,Clouds,scattered clouds,2450,Moderate (2000-4999)
2012-10-05 23:00:00,2012-10-05,2012,10,Oct,5,23,4,Friday,1,0,5.91,279.06,0.0,0.0,40,Clouds,scattered clouds,1832,Low (<2000)
2012-10-06 00:00:00,2012-10-06,2012,10,Oct,6,0,5,Saturday,0,0,5.66,278.81,0.0,0.0,90,Clouds,overcast clouds,1231,Low (<2000)
2012-10-06 01:00:00,2012-10-06,2012,10,Oct,6,1,5,Saturday,0,0,5.4,278.55,0.0,0.0,90,Clouds,overcast clouds,718,Low (<2000)
2012-10-06 02:00:00,2012-10-06,2012,10,Oct,6,2,5,Saturday,0,0,5.44,278.59,0.0,0.0,90,Clouds,overcast clouds,545,Low (<2000)
2012-10-06 04:00:00,2012-10-06,2012,10,Oct,6,4,5,Saturday,0,0,3.84,276.99,0.0,0.0,75,Clouds,broken clouds,411,Low (<2000)
2012-10-06 05:00:00,2012-10-06,2012,10,Oct,6,5,5,Saturday,0,0,3.2,276.35,0.0,0.0,20,Clouds,few clouds,688,Low (<2000)
2012-10-06 06:00:00,2012-10-06,2012,10,Oct,6,6,5,Saturday,0,0,2.25,275.4,0.0,0.0,1,Clear,sky is clear,1352,Low (<2000)
2012-10-06 07:00:00,2012-10-06,2012,10,Oct,6,7,5,Saturday,0,1,2.02,275.17,0.0,0.0,1,Clear,sky is clear,2072,Moderate (2000-4999)
2012-10-06 08:00:00,2012-10-06,2012,10,Oct,6,8,5,Saturday,0,1,1.84,274.99,0.0,0.0,1,Clear,sky is clear,3342,Moderate (2000-4999)
2012-10-06 09:00:00,2012-10-06,2012,10,Oct,6,9,5,Saturday,0,1,1.94,275.09,0.0,0.0,40,Clouds,scattered clouds,4258,Moderate (2000-4999)
2012-10-06 10:00:00,2012-10-06,2012,10,Oct,6,10,5,Saturday,0,0,3.73,276.88,0.0,0.0,20,Clouds,few clouds,4861,Moderate (2000-4999)
2012-10-06 11:00:00,2012-10-06,2012,10,Oct,6,11,5,Saturday,0,0,4.89,278.04,0.0,0.0,20,Clouds,few clouds,5191,Heavy (>=5000)
2012-10-06 12:00:00,2012-10-06,2012,10,Oct,6,12,5,Saturday,0,0,5.93,279.08,0.0,0.0,40,Clouds,scattered clouds,5669,Heavy (>=5000)
2012-10-06 13:00:00,2012-10-06,2012,10,Oct,6,13,5,Saturday,0,0,6.97,280.12,0.0,0.0,75,Clouds,broken clouds,5074,Heavy (>=5000)
2012-10-06 14:00:00,2012-10-06,2012,10,Oct,6,14,5,Saturday,0,0,7.1,280.25,0.0,0.0,75,Clouds,broken clouds,5025,Heavy (>=5000)
2012-10-06 15:00:00,2012-10-06,2012,10,Oct,6,15,5,Saturday,0,0,6.85,280.0,0.0,0.0,75,Clouds,broken clouds,5153,Heavy (>=5000)
2012-10-06 16:00:00,2012-10-06,2012,10,Oct,6,16,5,Saturday,0,0,5.91,279.06,0.0,0.0,90,Clouds,overcast clouds,5024,Heavy (>=5000)
2012-10-06 17:00:00,2012-10-06,2012,10,Oct,6,17,5,Saturday,0,1,5.76,278.91,0.0,0.0,90,Clouds,overcast clouds,4779,Moderate (2000-4999)
2012-10-06 18:00:00,2012-10-06,2012,10,Oct,6,18,5,Saturday,0,1,5.24,278.39,0.0,0.0,90,Clouds,overcast clouds,4362,Moderate (2000-4999)
2012-10-06 19:00:00,2012-10-06,2012,10,Oct,6,19,5,Saturday,0,1,5.01,278.16,0.0,0.0,90,Clouds,overcast clouds,3860,Moderate (2000-4999)
2012-10-06 20:00:00,2012-10-06,2012,10,Oct,6,20,5,Saturday,0,0,5.01,278.16,0.0,0.0,90,Clouds,overcast clouds,3160,Moderate (2000-4999)
2012-10-06 21:00:00,2012-10-06,2012,10,Oct,6,21,5,Saturday,0,0,4.78,277.93,0.0,0.0,90,Clouds,overcast clouds,2992,Moderate (2000-4999)
2012-10-06 22:00:00,2012-10-06,2012,10,Oct,6,22,5,Saturday,0,0,3.75,276.9,0.0,0.0,90,Clouds,overcast clouds,3202,Moderate (2000-4999)
2012-10-06 23:00:00,2012-10-06,2012,10,Oct,6,23,5,Saturday,0,0,3.19,276.34,0.0,0.0,75,Clouds,broken clouds,1941,Low (<2000)
2012-10-07 00:00:00,2012-10-07,2012,10,Oct,7,0,6,Sunday,0,0,2.96,276.11,0.0,0.0,75,Clouds,broken clouds,1233,Low (<2000)
2012-10-07 03:00:00,2012-10-07,2012,10,Oct,7,3,6,Sunday,0,0,2.58,275.73,0.0,0.0,90,Clouds,overcast clouds,323,Low (<2000)
2012-10-07 04:00:00,2012-10-07,2012,10,Oct,7,4,6,Sunday,0,0,2.5,275.65,0.0,0.0,90,Clouds,overcast clouds,312,Low (<2000)
2012-10-07 05:00:00,2012-10-07,2012,10,Oct,7,5,6,Sunday,0,0,2.36,275.51,0.0,0.0,75,Clouds,broken clouds,627,Low (<2000)
2012-10-07 06:00:00,2012-10-07,2012,10,Oct,7,6,6,Sunday,0,0,1.9,275.05,0.0,0.0,90,Clouds,overcast clouds,1508,Low (<2000)
2012-10-07 07:00:00,2012-10-07,2012,10,Oct,7,7,6,Sunday,0,1,1.62,274.77,0.0,0.0,90,Clouds,overcast clouds,1539,Low (<2000)
2012-10-07 08:00:00,2012-10-07,2012,10,Oct,7,8,6,Sunday,0,1,1.62,274.77,0.0,0.0,75,Clouds,broken clouds,2232,Moderate (2000-4999)
2012-10-07 09:00:00,2012-10-07,2012,10,Oct,7,9,6,Sunday,0,1,2.4,275.55,0.0,0.0,75,Clouds,broken clouds,4568,Moderate (2000-4999)
2012-10-07 10:00:00,2012-10-07,2012,10,Oct,7,10,6,Sunday,0,0,3.09,276.24,0.0,0.0,75,Clouds,broken clouds,4624,Moderate (2000-4999)
2012-10-07 11:00:00,2012-10-07,2012,10,Oct,7,11,6,Sunday,0,0,3.86,277.01,0.0,0.0,90,Clouds,overcast clouds,4529,Moderate (2000-4999)
2012-10-07 12:00:00,2012-10-07,2012,10,Oct,7,12,6,Sunday,0,0,4.28,277.43,0.0,0.0,90,Clouds,overcast clouds,5139,Heavy (>=5000)
2012-10-07 13:00:00,2012-10-07,2012,10,Oct,7,13,6,Sunday,0,0,5.3,278.45,0.0,0.0,90,Clouds,overcast clouds,6640,Heavy (>=5000)
2012-10-07 14:00:00,2012-10-07,2012,10,Oct,7,14,6,Sunday,0,0,6.12,279.27,0.0,0.0,90,Clouds,overcast clouds,6589,Heavy (>=5000)
2012-10-07 15:00:00,2012-10-07,2012,10,Oct,7,15,6,Sunday,0,0,6.12,279.27,0.0,0.0,90,Clouds,overcast clouds,4429,Moderate (2000-4999)
2012-10-07 16:00:00,2012-10-07,2012,10,Oct,7,16,6,Sunday,0,0,6.29,279.44,0.0,0.0,90,Clouds,overcast clouds,4329,Moderate (2000-4999)
2012-10-07 17:00:00,2012-10-07,2012,10,Oct,7,17,6,Sunday,0,1,6.17,279.32,0.0,0.0,90,Clouds,overcast clouds,3833,Moderate (2000-4999)
2012-10-07 18:00:00,2012-10-07,2012,10,Oct,7,18,6,Sunday,0,1,6.12,279.27,0.0,0.0,90,Clouds,overcast clouds,4015,Moderate (2000-4999)
2012-10-07 19:00:00,2012-10-07,2012,10,Oct,7,19,6,Sunday,0,1,4.96,278.11,0.0,0.0,90,Clouds,overcast clouds,3382,Moderate (2000-4999)
2012-10-07 20:00:00,2012-10-07,2012,10,Oct,7,20,6,Sunday,0,0,3.64,276.79,0.0,0.0,75,Clouds,broken clouds,2815,Moderate (2000-4999)
2012-10-07 21:00:00,2012-10-07,2012,10,Oct,7,21,6,Sunday,0,0,2.58,275.73,0.0,0.0,90,Clouds,overcast clouds,2110,Moderate (2000-4999)
2012-10-07 22:00:00,2012-10-07,2012,10,Oct,7,22,6,Sunday,0,0,1.73,274.88,0.0,0.0,75,Clouds,broken clouds,1555,Low (<2000)
2012-10-07 23:00:00,2012-10-07,2012,10,Oct,7,23,6,Sunday,0,0,0.77,273.92,0.0,0.0,20,Clouds,few clouds,959,Low (<2000)
2012-10-08 00:00:00,2012-10-08,2012,10,Oct,8,0,0,Monday,1,0,-0.07,273.08,0.0,0.0,20,Clouds,few clouds,455,Low (<2000)
2012-10-08 01:00:00,2012-10-08,2012,10,Oct,8,1,0,Monday,1,0,-0.53,272.62,0.0,0.0,20,Clouds,few clouds,336,Low (<2000)
2012-10-08 02:00:00,2012-10-08,2012,10,Oct,8,2,0,Monday,1,0,-1.37,271.78,0.0,0.0,1,Clear,sky is clear,265,Low (<2000)
2012-10-08 03:00:00,2012-10-08,2012,10,Oct,8,3,0,Monday,1,0,-2.1,271.05,0.0,0.0,1,Clear,sky is clear,314,Low (<2000)
2012-10-08 04:00:00,2012-10-08,2012,10,Oct,8,4,0,Monday,1,0,-2.52,270.63,0.0,0.0,1,Clear,sky is clear,779,Low (<2000)
2012-10-08 05:00:00,2012-10-08,2012,10,Oct,8,5,0,Monday,1,0,-2.82,270.33,0.0,0.0,1,Clear,sky is clear,2571,Moderate (2000-4999)
2012-10-08 06:00:00,2012-10-08,2012,10,Oct,8,6,0,Monday,1,0,-3.54,269.61,0.0,0.0,20,Clouds,few clouds,5563,Heavy (>=5000)
2012-10-08 07:00:00,2012-10-08,2012,10,Oct,8,7,0,Monday,1,1,-3.14,270.01,0.0,0.0,20,Clouds,few clouds,6676,Heavy (>=5000)
2012-10-08 08:00:00,2012-10-08,2012,10,Oct,8,8,0,Monday,1,1,-1.92,271.23,0.0,0.0,20,Clouds,few clouds,5966,Heavy (>=5000)
2012-10-08 09:00:00,2012-10-08,2012,10,Oct,8,9,0,Monday,1,1,0.56,273.71,0.0,0.0,20,Clouds,few clouds,4832,Moderate (2000-4999)
2012-10-08 10:00:00,2012-10-08,2012,10,Oct,8,10,0,Monday,1,0,3.62,276.77,0.0,0.0,20,Clouds,few clouds,4395,Moderate (2000-4999)
2012-10-08 11:00:00,2012-10-08,2012,10,Oct,8,11,0,Monday,1,0,6.32,279.47,0.0,0.0,20,Clouds,few clouds,4411,Moderate (2000-4999)
2012-10-08 12:00:00,2012-10-08,2012,10,Oct,8,12,0,Monday,1,0,6.69,279.84,0.0,0.0,1,Clear,sky is clear,4648,Moderate (2000-4999)
2012-10-08 13:00:00,2012-10-08,2012,10,Oct,8,13,0,Monday,1,0,9.19,282.34,0.0,0.0,40,Clouds,scattered clouds,4602,Moderate (2000-4999)
2012-10-08 14:00:00,2012-10-08,2012,10,Oct,8,14,0,Monday,1,0,9.79,282.94,0.0,0.0,40,Clouds,scattered clouds,5125,Heavy (>=5000)
2012-10-08 15:00:00,2012-10-08,2012,10,Oct,8,15,0,Monday,1,0,10.33,283.48,0.0,0.0,1,Clear,sky is clear,5502,Heavy (>=5000)
2012-10-08 16:00:00,2012-10-08,2012,10,Oct,8,16,0,Monday,1,0,11.18,284.33,0.0,0.0,1,Clear,sky is clear,5979,Heavy (>=5000)
2012-10-08 17:00:00,2012-10-08,2012,10,Oct,8,17,0,Monday,1,1,11.33,284.48,0.0,0.0,40,Clouds,scattered clouds,5663,Heavy (>=5000)
2012-10-08 18:00:00,2012-10-08,2012,10,Oct,8,18,0,Monday,1,1,11.08,284.23,0.0,0.0,40,Clouds,scattered clouds,4259,Moderate (2000-4999)
2012-10-08 19:00:00,2012-10-08,2012,10,Oct,8,19,0,Monday,1,1,8.84,281.99,0.0,0.0,20,Clouds,few clouds,3069,Moderate (2000-4999)
2012-10-08 20:00:00,2012-10-08,2012,10,Oct,8,20,0,Monday,1,0,6.66,279.81,0.0,0.0,1,Clear,sky is clear,2378,Moderate (2000-4999)
2012-10-08 21:00:00,2012-10-08,2012,10,Oct,8,21,0,Monday,1,0,6.2,279.35,0.0,0.0,1,Clear,sky is clear,2030,Moderate (2000-4999)
2012-10-08 22:00:00,2012-10-08,2012,10,Oct,8,22,0,Monday,1,0,5.75,278.9,0.0,0.0,1,Clear,sky is clear,1400,Low (<2000)
2012-10-08 23:00:00,2012-10-08,2012,10,Oct,8,23,0,Monday,1,0,5.31,278.46,0.0,0.0,1,Clear,sky is clear,917,Low (<2000)
2012-10-09 00:00:00,2012-10-09,2012,10,Oct,9,0,1,Tuesday,1,0,4.63,277.78,0.0,0.0,1,Clear,sky is clear,515,Low (<2000)
2012-10-09 01:00:00,2012-10-09,2012,10,Oct,9,1,1,Tuesday,1,0,4.12,277.27,0.0,0.0,1,Clear,sky is clear,302,Low (<2000)
2012-10-09 02:00:00,2012-10-09,2012,10,Oct,9,2,1,Tuesday,1,0,4.32,277.47,0.0,0.0,1,Clear,sky is clear,251,Low (<2000)
2012-10-09 04:00:00,2012-10-09,2012,10,Oct,9,4,1,Tuesday,1,0,3.82,276.97,0.0,0.0,20,Clouds,few clouds,798,Low (<2000)
2012-10-09 05:00:00,2012-10-09,2012,10,Oct,9,5,1,Tuesday,1,0,3.37,276.52,0.0,0.0,40,Clouds,scattered clouds,2678,Moderate (2000-4999)
2012-10-09 06:00:00,2012-10-09,2012,10,Oct,9,6,1,Tuesday,1,0,3.45,276.6,0.0,0.0,40,Clouds,scattered clouds,5733,Heavy (>=5000)
2012-10-09 07:00:00,2012-10-09,2012,10,Oct,9,7,1,Tuesday,1,1,4.16,277.31,0.0,0.0,75,Clouds,broken clouds,6449,Heavy (>=5000)
2012-10-09 08:00:00,2012-10-09,2012,10,Oct,9,8,1,Tuesday,1,1,5.23,278.38,0.0,0.0,90,Clouds,overcast clouds,5765,Heavy (>=5000)
2012-10-09 09:00:00,2012-10-09,2012,10,Oct,9,9,1,Tuesday,1,1,6.2,279.35,0.0,0.0,90,Clouds,overcast clouds,5599,Heavy (>=5000)
2012-10-09 10:00:00,2012-10-09,2012,10,Oct,9,10,1,Tuesday,1,0,8.22,281.37,0.0,0.0,90,Clouds,overcast clouds,4534,Moderate (2000-4999)
